opened_at,closed_at,symbol,side,avg_entry,exit_price,quantity,tranches,gross_pnl,commission,net_pnl,exit_reason
2026-02-17T15:05:00.0000000+00:00,2026-02-17T15:30:00.0000000+00:00,QQQ_iex,Long,595.375,592.95,38,1,-92.150,0,-92.150,"Stop-loss hit"
2026-02-19T15:10:00.0000000+00:00,2026-02-19T15:30:00.0000000+00:00,QQQ_iex,Short,603.375,604.36,95,1,-93.575,0,-93.575,"Stop-loss hit"
2026-02-20T15:15:00.0000000+00:00,2026-02-20T15:20:00.0000000+00:00,QQQ_iex,Short,604.475,606.83,38,1,-89.490,0,-89.490,"Stop-loss hit"
2026-02-27T14:55:00.0000000+00:00,2026-02-27T15:00:00.0000000+00:00,QQQ_iex,Short,603.605,605.11,60,1,-90.300,0,-90.300,"Stop-loss hit"
2026-03-02T15:00:00.0000000+00:00,2026-03-02T15:05:00.0000000+00:00,QQQ_iex,Short,602.215,604.16,46,1,-89.470,0,-89.470,"Stop-loss hit"
2026-03-06T15:10:00.0000000+00:00,2026-03-06T15:15:00.0000000+00:00,QQQ_iex,Short,599.315,601.66,37,1,-86.765,0,-86.765,"Stop-loss hit"
2026-03-09T14:00:00.0000000+00:00,2026-03-13T14:55:00.0000000+00:00,QQQ_iex,Long,595.18005617977528089887640449,596.22120786516853932584269663,89,3,92.66250000000000000000000007,0,92.66250000000000000000000007,"Stop-loss hit"
2026-03-16T14:05:00.0000000+00:00,2026-03-16T14:10:00.0000000+00:00,QQQ_iex,Short,600.375,601.12,122,1,-90.890,0,-90.890,"Stop-loss hit"
2026-03-17T14:10:00.0000000+00:00,2026-03-17T16:20:00.0000000+00:00,QQQ_iex,Short,603.17125,602.735625,152,2,66.215000,0,66.215000,"Stop-loss hit"
2026-03-18T15:00:00.0000000+00:00,2026-03-18T15:10:00.0000000+00:00,QQQ_iex,Long,600.08276978417266187050359712,600.56339928057553956834532374,139,2,66.80749999999999999999999986,0,66.80749999999999999999999986,"Stop-loss hit"
2026-03-23T14:05:00.0000000+00:00,2026-03-23T14:10:00.0000000+00:00,QQQ_iex,Short,591.645,593.25,56,1,-89.880,0,-89.880,"Stop-loss hit"
2026-03-30T14:05:00.0000000+00:00,2026-03-30T14:35:00.0000000+00:00,QQQ_iex,Long,563.165,562.36,112,1,-90.160,0,-90.160,"Stop-loss hit"
2026-04-02T14:30:00.0000000+00:00,2026-04-02T14:35:00.0000000+00:00,QQQ_iex,Short,578.145,579.15,88,1,-88.440,0,-88.440,"Stop-loss hit"
2026-04-06T14:05:00.0000000+00:00,2026-04-07T16:00:00.0000000+00:00,QQQ_iex,Short,585.26842857142857142857142857,583.39778571428571428571428571,35,2,65.47250000000000000000000015,0,65.47250000000000000000000015,"Stop-loss hit"
2026-04-10T14:15:00.0000000+00:00,2026-04-10T15:25:00.0000000+00:00,QQQ_iex,Long,612.6481,613.31375,100,2,66.56500,0,66.56500,"Stop-loss hit"
2026-04-16T14:00:00.0000000+00:00,2026-04-16T18:05:00.0000000+00:00,QQQ_iex,Long,637.95449152542372881355932203,638.47063559322033898305084746,177,3,91.35750000000000000000000042,0,91.35750000000000000000000042,"Stop-loss hit"
2026-04-17T14:20:00.0000000+00:00,2026-04-17T14:30:00.0000000+00:00,QQQ_iex,Short,646.765,647.37,152,1,-91.960,0,-91.960,"Stop-loss hit"
