opened_at,closed_at,symbol,side,avg_entry,exit_price,quantity,tranches,gross_pnl,commission,net_pnl,exit_reason
2025-08-11T14:10:00.0000000+00:00,2025-08-11T14:20:00.0000000+00:00,QQQ_iex,Long,573.39354984894259818731117825,573.59417673716012084592145015,331,2,66.40749999999999999999999965,0,66.40749999999999999999999965,"Stop-loss hit"
2025-08-12T14:00:00.0000000+00:00,2025-08-12T14:10:00.0000000+00:00,QQQ_iex,Short,571.115,572.77,56,1,-92.680,0,-92.680,"Stop-loss hit"
2025-08-13T14:05:00.0000000+00:00,2025-08-13T14:30:00.0000000+00:00,QQQ_iex,Short,578.96550193050193050193050193,578.70487451737451737451737452,259,2,67.50249999999999999999999932,0,67.50249999999999999999999932,"Stop-loss hit"
2025-08-21T14:35:00.0000000+00:00,2025-08-21T15:15:00.0000000+00:00,QQQ_iex,Short,562.25757142857142857142857143,561.58692857142857142857142857,105,2,70.41750000000000000000000015,0,70.41750000000000000000000015,"Stop-loss hit"
2025-08-25T14:05:00.0000000+00:00,2025-08-25T14:50:00.0000000+00:00,QQQ_iex,Long,569.675,570.010625,208,2,69.810000,0,69.810000,"Stop-loss hit"
2025-08-26T15:00:00.0000000+00:00,2025-08-26T15:35:00.0000000+00:00,QQQ_iex,Short,568.74025773195876288659793814,568.50463058419243986254295533,291,2,68.56749999999999999999999897,0,68.56749999999999999999999897,"Stop-loss hit"
2025-08-29T14:00:00.0000000+00:00,2025-08-29T14:10:00.0000000+00:00,QQQ_iex,Short,568.66365079365079365079365079,568.09301587301587301587301587,126,2,71.90000000000000000000000038,0,71.90000000000000000000000038,"Stop-loss hit"
2025-09-02T13:55:00.0000000+00:00,2025-09-02T14:40:00.0000000+00:00,QQQ_iex,Long,562.915,561.46,66,1,-96.030,0,-96.030,"Stop-loss hit"
2025-09-03T14:20:00.0000000+00:00,2025-09-03T15:10:00.0000000+00:00,QQQ_iex,Long,568.25285123966942148760330579,568.8434917355371900826446281,121,2,71.4675000000000000000000001,0,71.4675000000000000000000001,"Stop-loss hit"
2025-09-04T14:45:00.0000000+00:00,2025-09-04T14:50:00.0000000+00:00,QQQ_iex,Short,569.045,569.67,157,1,-98.125,0,-98.125,"Stop-loss hit"
2025-09-05T14:15:00.0000000+00:00,2025-09-05T19:05:00.0000000+00:00,QQQ_iex,Short,573.98008474576271186440677966,573.56894067796610169491525424,236,3,97.02999999999999999999999936,0,97.02999999999999999999999936,"Stop-loss hit"
2025-09-08T14:30:00.0000000+00:00,2025-09-08T16:25:00.0000000+00:00,QQQ_iex,Long,578.195,577.17,94,1,-96.350,0,-96.350,"Stop-loss hit"
2025-09-15T13:55:00.0000000+00:00,2025-09-15T16:00:00.0000000+00:00,QQQ_iex,Long,588.26845454545454545454545455,588.51908181818181818181818182,275,2,68.92250000000000000000000050,0,68.92250000000000000000000050,"Stop-loss hit"
2025-09-16T14:35:00.0000000+00:00,2025-09-16T15:45:00.0000000+00:00,QQQ_iex,Short,588.92457377049180327868852459,588.69894262295081967213114754,305,2,68.81750000000000000000000030,0,68.81750000000000000000000030,"Stop-loss hit"
2025-09-17T14:20:00.0000000+00:00,2025-09-17T15:15:00.0000000+00:00,QQQ_iex,Short,587.07655555555555555555555556,586.85592857142857142857142857,315,2,69.49750000000000000000000045,0,69.49750000000000000000000045,"Stop-loss hit"
2025-09-19T14:25:00.0000000+00:00,2025-09-19T14:40:00.0000000+00:00,QQQ_iex,Long,595.535,594.76,127,1,-98.425,0,-98.425,"Stop-loss hit"
2025-09-23T14:25:00.0000000+00:00,2025-09-23T14:40:00.0000000+00:00,QQQ_iex,Short,599.255,599.88,157,1,-98.125,0,-98.125,"Stop-loss hit"
2025-09-24T14:10:00.0000000+00:00,2025-09-24T15:15:00.0000000+00:00,QQQ_iex,Short,595.96375,595.673125,240,2,69.750000,0,69.750000,"Stop-loss hit"
